instruction,answer
请仿写白居易的诗,忽忽心如梦，星星鬓似丝。纵贫长有酒，虽老未抛诗。俭薄身都惯，疏顽性颇宜。饭粗飧亦饱，被暖起常迟。万里归何得，三年伴是谁。华亭鹤不去，天竺石相随。王尹贳将马，田家卖与池。开门闲坐日，绕水独行时。懒慢交游许，衰羸相府知。官寮幸无事，可惜不分司。
写一首思乡诗，律诗,番君湖上雨晴天，水气冥冥生白烟。贺老无人惟酒舫，中郎有女识琴弦。故园桃李春如海，远道风波夜似年。笑指洪都无百里，今宵须并木兰船。
写一首咏物诗，律诗,蜀帝何年魄，千春化杜鹃。不如归去语，亦自古来传。月树啼方急，山房客未眠。还将口中血，滴向野花鲜。
以思乡为主题，写一首诗,木叶秋容瘦，客怀思故乡。淡云微见月，薄露不成霜。忽忽朱颜改，悠悠白日长。空心仍独夜，减尽昔年狂。
创作一首思乡诗，律诗,岁暮他乡感寂寥，况闻壮士志冰销。承平易说输肝胆，世乱谁堪任斗刁。叔季民风关气数，偷安兵卒转骄嚣。吾曹空抱忧时意，万斛愁丝绕寄寮。
请仿写杜甫的诗,盗灭人还乱，兵残将自疑。登坛名绝假，报主尔何迟。领郡辄无色，之官皆有词。愿闻哀痛诏，端拱问疮痍。
写一首思乡#怀人诗,共襆台郎被，俱褰郡守帷。罚金殊往日，鸣玉幸同时。五马来何晚，双鱼赠已迟。江头望乡月，无夜不相思。
续写律诗，掩门三径莓苔绿,车马谁来陋巷间。卧弃琴书公干病，笑迎风月步兵闲。当秋每谢蛬清耳，渐老多惭酒借颜。济物未能伸一术，敢于明代爱青山。
创作一首思乡诗,不见闽天路，依稀度越乡。心将潮共折，身与雁俱翔。渐远方言异，多愁客鬓苍。况逢桑梓暮，回望思何长。
以高处望潇湘为出句，续写律诗,花时万井香。雨馀怜日嫩，岁闰觉春长。霞刹分危榜，烟波透远光。情知楼上好，不是仲宣乡。
请仿写白居易的诗,箬岘亭东有小池，早荷新荇绿参差。中宵把火行人发，惊起双栖白鹭鸶。
请仿写刘禹锡的诗,春向晚，春晚思悠哉。风云日已改，花叶自相摧。漠漠空中去，何时天际来。
写一首怀人诗,拂曙鱼缄溯草堂，美人题寄自泾阳。双钩匣底星辰动，一刺怀中道路长。绿水蒹葭浮梦寐，青山薜荔伴行藏。相思会发兰阴兴，烂醉青莲玉碗傍。
创作一首怀人诗,借问东来常太晚，富春亭下舣扁舟。阴天漠漠行梅雨，寒色萧萧报麦秋。曲渚浪平犹未渡，隔江风紧不胜愁。此中望断相思眼，家在蓬莱更倚楼。
以返本还源事亦差为出句，续写律诗,本来无住不名家。万年松径雪深覆，一带峰峦云更遮。宾主默时纯是妄，君臣道合正中邪。还乡曲调如何物，明月堂前枯木华。
续写律诗，狱成收夜烛,整豸出登车。黄叶辞荆楚，青山背汉初。早朝新羽卫，晚下步徒胥。应念长沙谪，思乡不食鱼。
续写律诗，三十始一命,宦情多欲阑。自怜无旧业，不敢耻微官。涧水吞樵路，山花醉药栏。秪缘五斗米，辜负一渔竿。
以北风吹雁数声悲为出句，续写律诗,况指前林是别时。秋草不堪频送远，白云何处更相期。山随匹马行看暮，路入寒城独去迟。为向东州故人道，江淹已拟惠休诗。
续写律诗，当年巧匠制茅亭,台馆翚飞匝郡城。万灶貔貅戈甲散，千家罗绮管弦鸣。柳腰舞罢香风度，花脸妆匀酒晕生。试问亭前花与柳，几番衰谢几番荣。
以夜入楚家烟为出句，续写律诗,烟中人未眠。望来淮岸尽，坐到酒楼前。灯影半临水，筝声多在船。乘流向东去，别此易经年。
以山水为主题，写一首律诗,出郊为访志公林，塔影还从静室临。象外涤襟泉有德，阶前鼓掌地成音。忽闻鸟韵惊迷性，漫倚松涛试定心。幽寂偏宜驺从去，独留明月伴讴吟。
以沱江水绿波为出句，续写律诗,喧鸟去乔柯。南浦别离处，东风兰杜多。长亭春婉娩，层汉路蹉跎。会有归朝日，班超奈老何。
以秋馆烟雨合为出句，续写律诗,重城钟漏深。佳期阻清夜，孤兴发离心。烛影出绡幕，虫声连素琴。此时蓬阁友，应念昔同衾。
以固漆投胶不可开为出句，续写绝句,赠君珍重抵琼瑰。君王晓坐金銮殿，只待相如草诏来。
请仿写白居易的诗,欲话毗陵君反袂，欲言夏口我沾衣。谁知临老相逢日，悲叹声多语笑稀。
续写绝句，紫茄白苋以为珍,守任清真转更贫。不饮吴兴郡中水，古今能有几多人。
续写律诗，五字诗成卷,清新韵具偕。不同狂客醉，自伴律僧斋。春别和花树，秋辞带月淮。却归登第日，名近榜头排。
请仿写白居易的诗,今日元家宅，樱桃发几枝。稀稠与颜色，一似去年时。失却东园主，春风可得知。
续写律诗，山公访嵇绍,赵武见韩侯。事去恩犹在，名成泪却流。一官同北去，千里赴南州。才子清风后，无贻相府忧。
请仿写杜甫的诗,只道梅花发，那知柳亦新。枝枝总到地，叶叶自开春。紫燕时翻翼，黄鹂不露身。汉南应老尽，霸上远愁人。
以对坐庭梧下为出句，续写律诗,风凉月色新。远砧来迥夜，孤馆未眠人。何计成他事，唯忧老此身。不知霄汉路，谁与脱凡鳞。
请仿写杜甫的诗,巴山遇中使，云自峡城来。盗贼还奔突，乘舆恐未回。天寒邵伯树，地阔望仙台。狼狈风尘里，群臣安在哉。
请仿写白居易的诗,汉庭重少身宜退，洛下闲居迹可逃。趁伴入朝应老丑，寻春放醉尚粗豪。诗携綵纸新装卷，酒典绯花旧赐袍。曾在东方千骑上，至今躞蹀马头高。
请仿写白居易的诗,莫养瘦马驹，莫教小妓女。后事在目前，不信君看取。马肥快行走，妓长能歌舞。三年五岁间，已闻换一主。借问新旧主，谁乐谁辛苦。请君大带上，把笔书此语。
以思乡为主题，写一首诗,东风还向客边生，不断天街爆竹声。羁旅顿忘新岁乐，团栾偏触故乡情。百年似梦浑难说，一第如棋亦偶赢。差喜远人游上国，也随衢巷贺王正。
续写绝句，外户通宵不闭关,抱孙弄子万家闲。若将邑号称贤宰，又是皇唐李鲁山。
创作一首思乡诗，绝句,两岸蛩声切，前林笛韵清。乡心与秋思，耿耿梦难成。
续写绝句，方外主人名道林,怕将水月净身心。居然对我说无我，寂历山深将夜深。
续写绝句，数日方离雪,今朝又出山。试凭高处望，隐约见潼关。
续写律诗，远风南浦万重波,未似生离别恨多。楚管能吹柳花怨，吴姬争唱竹枝歌。金钗横处绿云堕，玉箸凝时红粉和。待得枚皋相见日，自应妆镜笑蹉跎。
续写绝句，星点花冠道士衣,紫阳宫女化身飞。能传上界春消息，若到蓬山莫放归。
续写律诗，班杨秉文史,对院自为邻。馀香掩阁去，迟日看花频。似雪飘阊阖，从风点近臣。南宫有芳树，不并禁垣春。
请仿写白居易的诗,条桑初绿即为别，柿叶半红犹未归。不如村妇知时节，解为田夫秋捣衣。
请仿写白居易的诗,忆在苏州日，常谙夏至筵。粽香筒竹嫩，炙脆子鹅鲜。水国多台榭，吴风尚管弦。每家皆有酒，无处不过船。交印君相次，褰帷我在前。此乡俱老矣，东望共依然。洛下麦秋月，江南梅雨天。齐云楼上事，已上十三年。
以鬓霜垂七十为出句，续写律诗,江国久辞官。满箧新风雅，何人旧岁寒。闲居当野水，幽鸟宿渔竿。终欲相寻去，兵戈时转难。
以山水为主题，写一首诗,九日九峰寺，西风又送秋。竹间无路入，树杪有泉流。多事还佳节，伤心问故丘。山灵致吾意，长与护松楸。
写一首怀人诗，律诗,老去空惊岁月遒，桑榆虽晚尚堪收。鬓霜任自桃花笑，客意难凭燕语留。胜地有缘频入梦，清吟无兴独登楼。故人家住沧洲上，几夜相思欲泛舟。
请仿写刘禹锡的诗,吟君叹逝双绝句，使我伤怀奏短歌。世上空惊故人少，集中惟觉祭文多。芳林新叶催陈叶，流水前波让后波。万古到今同此恨，闻琴泪尽欲如何。
以晚从灵境出为出句，续写律诗,林壑曙云飞。稍觉清溪尽，回瞻画刹微。独园馀兴在，孤棹宿心违。更忆登攀处，天香满袖归。
以悼亡为主题，写一首诗,死别吞声杜老诗，一吟双泪不胜悲。长笺短札劳频寄，海角天涯慰远思。阳羡卜居空有约，汝南会老更无期。瓣香聊寓平生意，目断寒云北雁迟。
以失意为主题，写一首诗,孤城细雨中，惆怅度佳节。禁火食犹寒，思乡心转热。花兼春共老，世与人相阅。何事不归来，官闲好藏拙。
请仿写李贺的诗,端州石工巧如神，踏天磨刀割紫云。佣刓抱水含满唇，暗洒苌弘冷血痕。纱帷昼暖墨花春，轻沤漂沫松麝薰。乾腻薄重立脚匀，数寸光秋无日昏。圆毫促点声静新，孔砚宽顽何足云。
以悼亡为主题，写一首诗,南溟归客涕交零，洒向泉台寄步兵。多难相依同父子，百年长恨隔幽明。诸孤忍负生前托，遗草空怜死后名。抆泪忆君行自念，年来三十二毛生。
续写律诗，花树杳玲珑,渔舟处处通。醉销罗绮艳，香暖芰荷风。野鸟翻萍绿，斜桥印水红。子猷箫管绝，谁爱碧鲜浓。
续写律诗，南行步步远浮尘,更近青山昨夜邻。高铎数声秋撼玉，霁河千里晓横银。红蕖影落前池净，绿稻香来野径频。终日官闲无一事，不妨长醉是游人。
写一首思乡诗，律诗,春酒频行莫致词，雪园何意客来斯。岁除愧我仍初度，年壮看君独后时。六尺瘦躯支槁木，数茎衰鬓罥游丝。故乡只合先归去，况话湖山便朵颐。
写一首思乡诗，律诗,长风万里困南图，游子天涯望眼枯。愧我出山成小草，怜君远道忆文芜。清江渡口听鸿雁，明月楼中唱鹧鸪。稍待青春堪作伴，何须雨雪问征途。
创作一首思乡诗,去年买菊自扬州，今日花开汝远游。伴我衰年同瘦影，羡他傲骨耐深秋。高风独向篱边寄，游子何堪岭外留。料得南枝梅放早，平安幸慰倚闾愁。
创作一首怀人诗,何言雨雪蓟门深，明日褰帷是上林。湖海弟兄馀洒泪，云霄词赋足知音。犹堪一起中原色，莫使长悬万里心。不为故人劳问讯，十年书札总浮沈。
写一首悼亡诗,岁晚荆花尚满庭，一枝带雪忽凋零。长贫浪学朱公术，久病虚参岐伯经。宿世心尘误乡里，平生手迹倦丹青。北风送响东陵下，应供残魂怨脊令。
创作一首思乡诗，律诗,满目皆湖水，家家傍水居。地贫村少米，冰阔市无鱼。树入天雄小，云飘涿鹿虚。风尘半万里，消息故乡疏。
创作一首流泪诗,守岁炉存火，登盘味只辛。即辞今夕腊，无那故园春。盥荐添亡弟，音书滞老亲。强欢裁吉语，掩泪已沾巾。
以思乡为主题，写一首诗,楼南红气满霜天，新霁湖山晓色妍。七日喜逢长至日，百年惭到古稀年。故园捲饼思新菜，冻井浇梅出暖泉。谁信少陵夔府后，肯吟六琯五纹篇。
续写绝句，满城罗绮拖春色,几处笙歌揭画楼。江上有家归未得，眼前花是眼前愁。
以思乡为主题，写一首律诗,闹鼓沿街竞晓晨，仙幡綵仗引芒神。城头画角吹残雪，水面红楼占早春。弦管独喧歌舞处，绮罗争踏冶游尘。他乡乐事同杯酒，醉里还惊客思新。
以思乡为主题，写一首诗,息斋之孙李公子，尽将幽意入经营。修篁石上生云气，古木山中作雨声。年来好画不忍见，岁晏故园空复情。乌巾挂在长松树，吾欲巢居逃姓名。
创作一首哀伤诗,烛下银塘流水长，马前山色晓苍苍。朱楼未灭明河影，碧城已动晨曦光。鸡唱悠悠度禁邸，萤飞点点刺衣裳。三年游子离乡思，阊阖门高露早凉。
创作一首愁绪诗，律诗,飘荡将何倚，凄凉不自禁。江湖千里梦，风雨五更心。游子黄金印，幽人绿绮琴。渠方汩朝市，吾合老山林。
以愁绪为主题，写一首绝句,六月扬帆别帝京，思乡日日算归程。我家兄弟如相问，烦道平安寄好声。
请仿写白居易的诗,掌纶知是忝，剖竹信为荣。才薄官仍重，恩深责尚轻。昔徵从典午，今出自承明。凤诏休挥翰，渔歌欲濯缨。还乘小艛艓，却到古湓城。醉客临江待，禅僧出郭迎。青山满眼在，白发半头生。又校三年老，何曾一事成。重过萧寺宿，再上庾楼行。云水新秋思，闾阎旧日情。郡民犹认得，司马咏诗声。
续写律诗，辞秩入匡庐,重脩靖节居。免遭黑绶束，不与白云疏。送吏各献酒，群儿自担书。到时看瀑布，为我谢清虚。
请仿写刘禹锡的诗,行尽潇湘万里馀，少逢知己忆吾庐。数间茅屋閒临水，一盏秋灯夜读书。地远何当随计吏，策成终自诣公车。剡中若问连州事，唯有千山画不如。
创作一首思乡诗,惊心到处起烽烟，游子辞家倍怆然。过客异言多误杀，前途凶信易讹传。关山路迥朝飞檄，鼓角声严夜泊船。回望妖氛竟深入，登程莫漫重流连。
续写律诗，往岁曾寻圣迹时,树边三绕礼吾师。敢望护法将军记，且喜焚香弟子知。后会未期心的的，前峰欲下步迟迟。今来老劣难行甚，空寂无缘但寄诗。
续写律诗，维舟芦荻岸,离恨若为宽。烟火人家远，汀洲暮雨寒。天涯孤梦去，篷底一灯残。不是凭骚雅，相思写亦难。
续写律诗，超然独游趣,无限别山情。予病不同赏，云闲应共行。斋容秋水照，香氎早风轻。曾被陈王识，遥知江上迎。
续写律诗，高踪谁可继,一室四无邻。听法空云水，成功集鬼神。烟霞生户牖，泉石障埃尘。越国今何在？空悲行路人。
以白首年空度为出句，续写律诗,幽居俗岂知。败蕉依晚日，孤鹤立秋墀。久客何由造，禅门不可窥。会同尘外友，斋沐奉威仪。
请仿写白居易的诗,高卧闲行自在身，池边六见柳条新。幸逢尧舜无为日，得作羲皇向上人。四皓再除犹且健，三州罢守未全贫。莫愁客到无供给，家酝香浓野菜春。
